Name,Description,stats,gold,tags,plaintext
Greater Vision Totem (Trinket),<groupLimit>Limited to 1 Trinket.</groupLimit><levelLimit> *Level 9+ required to upgrade.</levelLimit><stats></stats><br><br><unique>UNIQUE Active:</unique> Places a visible ward that reveals the surrounding area and invisible units in the area until killed (120 second cooldown). Limit 1 <font color='#BBFFFF'>Vision Ward</font> on the map per player.<br><br><rules>(Trinkets cannot be used in the first 30 seconds of a game. Selling a Trinket will disable Trinket use for 120 seconds).</rules>,{},"{'base': 250, 'purchasable': False, 'total': 250, 'sell': 175}","['Active', 'Trinket', 'Vision']",Periodically place a Vision Ward
,,,,,
Farsight Alteration,"<levelLimit>Level 9+ required to upgrade.</levelLimit><br><groupLimit>Limited to 1 Trinket.</groupLimit><br><br>Alters the <font color='#FFFFFF'>Warding Totem</font> Trinket:<br><br><stats><font color='#00FF00'>+</font> Massively increased cast range (+650%)<br><font color='#00FF00'>+</font> Infinite duration and does not count towards ward limit<br><font color='#FF0000'>-</font> <font color='#FF6600'>10% increased cooldown</font><br><font color='#FF0000'>-</font> <font color='#FF6600'>Ward is visible, fragile, untargetable by allies</font><br><font color='#FF0000'>-</font> <font color='#FF6600'>45% reduced ward vision radius</font><br><font color='#FF0000'>-</font> <font color='#FF6600'>Cannot store charges</font></stats>",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']",Grants increased range and reveals the targetted area
,,,,,
Oracle Lens,"<groupLimit>Limited to 1 Trinket.</groupLimit><br><br><active>Active:</active> Scans around you, warning against hidden hostile units, and revealing invisible traps and revealing / disabling nearby wards for 10 seconds (90 to 60 second cooldown).",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']",Disables nearby invisible wards and traps for a duration
,,,,,
Molten Edge,<stats><font color='#FFFFFF'>+110 Attack Damage</font><br>+25% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> Critical strikes deal 225% damage instead of 200%.,"{'FlatPhysicalDamageMod': 110, 'FlatCritChanceMod': 0.25}","{'base': 0, 'purchasable': True, 'total': 3400, 'sell': 2380}","['Damage', 'CriticalStrike']",Massively enhances critical strikes
,,,,,
Forgefire Cape,<stats><font color='#FFFFFF'>+750 Health</font><br><font color='#FFFFFF'>+100 Armor</font></stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 25 (+1 per champion level) magic damage per second to nearby enemies. Deals 50% bonus damage to minions and monsters.,"{'FlatHPPoolMod': 750, 'FlatArmorMod': 100}","{'base': 0, 'purchasable': True, 'total': 2750, 'sell': 1925}","['Health', 'Armor']",Constantly deals damage to nearby enemies
,,,,,
Rabadon's Deathcrown,<stats><font color='#FFFFFF'>+175 Ability Power</font>  </stats><br><br><unique>UNIQUE Passive:</unique> Increases Ability Power by 40%.,{'FlatMagicDamageMod': 175},"{'base': 0, 'purchasable': True, 'total': 3600, 'sell': 2520}",['SpellDamage'],Massively increases Ability Power
,,,,,
Infernal Mask,"<stats><font color='#FFFFFF'>+750 Health</font><br><mana>+300 Mana</mana><br><font color='#FFFFFF'>+100 Magic Resist</font><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Eternity:</unique> 15% of damage taken from champions is gained as Mana. Spending Mana restores 20% of the cost as Health, up to 25 per spell cast.<br><aura>UNIQUE Aura:</aura> Nearby enemy champions take 15% more magic damage.","{'FlatHPPoolMod': 750, 'FlatSpellBlockMod': 100, 'FlatMPPoolMod': 300}","{'base': 0, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'SpellBlock', 'HealthRegen', 'Mana', 'ManaRegen', 'Aura', 'CooldownReduction', 'MagicPenetration']",Nearby enemies take more magic damage
,,,,,
Obsidian Cleaver,"<stats><font color='#FFFFFF'>+550 Health</font><br><font color='#FFFFFF'>+60 Attack Damage</font><br>+20% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Dealing physical damage to an enemy champion Cleaves them, reducing their Armor by 4% for 6 seconds (stacks up to 6 times, up to 24%).<br><unique>UNIQUE Passive - Rage:</unique> Dealing physical damage grants 20 movement speed for 2 seconds. Assists on Cleaved enemy champions or kills on any unit grant 60 movement speed for 2 seconds instead. This Movement Speed is halved for ranged champions.","{'FlatPhysicalDamageMod': 60, 'FlatHPPoolMod': 550}","{'base': 0, 'purchasable': True, 'total': 3000, 'sell': 2100}","['ArmorPenetration', 'CooldownReduction', 'Damage', 'Health', 'NonbootsMovement', 'OnHit']",Dealing physical damage to enemy champions reduces their Armor
,,,,,
Salvation,"<stats><font color='#FFFFFF'>+300 Health</font><br><font color='#FFFFFF'>+150% Base Health Regen </font><br><font color='#FFFFFF'>+200% Base Mana Regen </font><br>+10% Cooldown Reduction</stats><br><br><passive>UNIQUE Passive:</passive> +10% Heal and Shield Power<br><active>UNIQUE Active:</active> Target an area within 5500 range. After 2.5 seconds, call down a beam of light to heal allies for 10 (+20 per level of target) Health, burn enemy champions for 10% of their maximum Health as <font color='#FFFFFF'>true</font> damage and deal 250 <font color='#FFFFFF'>true</font> damage to enemy minions (120 second cooldown). Heal and Shield Power is 3 times as effective on Salvation's heal.<br><br>Can be used while dead.<br><br><rules>Half effect if the target has been affected by Redemption recently.</rules>",{'FlatHPPoolMod': 300},"{'base': 0, 'purchasable': True, 'total': 2100, 'sell': 1470}","['Health', 'HealthRegen', 'ManaRegen', 'CooldownReduction']",Activate to heal allies and damage enemies in an area
,,,,,
Circlet of the Iron Solari,<stats><font color='#FFFFFF'>+45 Armor</font><br><font color='#FFFFFF'>+75 Magic Resist</font></stats><br><br><active>UNIQUE Active:</active> Grants a decaying shield to nearby allied champions for 2.5 seconds that absorbs up to 120 (+10 per level) <scaleHealth>(+20% of your bonus health)</scaleHealth> damage (120 second cooldown).<br><br><rules>Shield per level uses the higher of your level or the target's level.<br>Shield ratio scales with your level.<br>Shield amount is reduced to 25% if the target has been affected by another Locket of the Iron Solari in the last 20 seconds.</rules>,"{'FlatSpellBlockMod': 75, 'FlatArmorMod': 45}","{'base': 0, 'purchasable': True, 'total': 2200, 'sell': 1540}","['SpellBlock', 'Armor', 'Active']",Activate to shield nearby allies from damage
,,,,,
Trinity Fusion,"<stats><font color='#FFFFFF'>+350 Health</font><br><font color='#FFFFFF'><mana>+350 Mana</mana></font><br><font color='#FFFFFF'>+35 Attack Damage</font><br><font color='#FFFFFF'>+50% Attack Speed</font><br>+20% Cooldown Reduction<br><font color='#FFFFFF'>+8% Movement Speed</font></stats><br><br><unique>UNIQUE Passive - Rage:</unique> Basic attacks grant 20 Movement Speed for 2 seconds. Kills grant 60 Movement Speed instead. This Movement Speed bonus is halved for ranged champions.<br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 200% of base Attack Damage on hit (1.5 second cooldown).","{'FlatPhysicalDamageMod': 35, 'PercentMovementSpeedMod': 0.08, 'FlatHPPoolMod': 350, 'FlatMPPoolMod': 350, 'PercentAttackSpeedMod': 0.5}","{'base': 0, 'purchasable': True, 'total': 3733, 'sell': 2613}","['Health', 'Damage', 'AttackSpeed', 'Mana', 'CooldownReduction', 'OnHit', 'NonbootsMovement']",Tons of Damage
,,,,,
Zhonya's Paradox,"<stats><font color='#FFFFFF'>+100 Ability Power</font><br><font color='#FFFFFF'>+60 Armor</font><br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active - Stasis:</active> Champion becomes invulnerable and untargetable for 2.5 seconds, but is unable to move, attack, cast spells, or use items during this time (120 second cooldown).","{'FlatMagicDamageMod': 100, 'FlatArmorMod': 60}","{'base': 0, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Armor', 'SpellDamage', 'Active', 'CooldownReduction']",Activate to become invincible but unable to take actions
,,,,,
Frozen Fist,"<stats><font color='#FFFFFF'>+125 Armor</font><br>+20% Cooldown Reduction<br><font color='#FFFFFF'>+700 Mana</font></stats><br><br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 100% of base Attack Damage in an area and creates an icy zone for 2 seconds that slows Movement Speed by 30% (1.5 second cooldown).<br><br>Size of zone increases with bonus armor.","{'FlatMPPoolMod': 700, 'FlatArmorMod': 125}","{'base': 0, 'purchasable': True, 'total': 2700, 'sell': 1890}","['Armor', 'Mana', 'CooldownReduction', 'Slow']",Basic attacks create a slow field after spell cast
,,,,,
Youmuu's Wraithblade,<stats><font color='#FFFFFF'>+75 Attack Damage</font><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> <font color='#FFFFFF'>+25 <a href='Lethality'>Lethality</a></font><br><unique>UNIQUE Passive:</unique> +40 Movement Speed out of Combat<br><active>UNIQUE Active:</active> Grants +20% Movement Speed for 6 seconds (45 second cooldown).,{'FlatPhysicalDamageMod': 75},"{'base': 0, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Damage', 'Active', 'CooldownReduction', 'NonbootsMovement', 'ArmorPenetration']",Activate to greatly increase Movement Speed
,,,,,
Might of the Ruined King,<stats><font color='#FFFFFF'>+55 Attack Damage</font><br><font color='#FFFFFF'>+40% Attack Speed</font><br>+12% Life Steal</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 8% of the target's current Health as bonus physical damage on hit.<br><active>UNIQUE Active:</active> Deals 100 magic damage to target champion and steals 25% of their Movement Speed for 3 seconds (90 second cooldown).<br><br><rules>Minimum bonus physical damage dealt is 15.<br>Maximum bonus physical damage dealt to monsters and minions is 60.<br>User's Life Steal is applied to bonus physical damage dealt.</rules>,"{'FlatPhysicalDamageMod': 55, 'PercentAttackSpeedMod': 0.4, 'PercentLifeStealMod': 0.12}","{'base': 0, 'purchasable': True, 'total': 3300, 'sell': 2310}","['Damage', 'AttackSpeed', 'LifeSteal', 'Active', 'Slow', 'OnHit', 'NonbootsMovement']","Deals damage based on target's Health, can steal Movement Speed"
,,,,,
Luden's Pulse,"<stats><font color='#FFFFFF'>+120 Ability Power</font><br><mana><font color='#FFFFFF'>+850 Mana</font></mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 100 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.","{'FlatMPPoolMod': 850, 'FlatMagicDamageMod': 120}","{'base': 0, 'purchasable': True, 'total': 3200, 'sell': 2240}","['SpellDamage', 'Mana', 'CooldownReduction', 'OnHit']","Increases Ability Power, Mana, and Cooldown Reduction"
,,,,,
'Your Cut',<spellPassive>Click to Consume:</spellPassive> Gain <gold>Gold</gold>!,{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Consumable', 'GoldPer']",
,,,,,
Head of Kha'Zix,<unique>UNIQUE Active - Sweeping Lens:</unique> Reveals and disables nearby invisible traps and invisible wards for 6 seconds in a medium radius and grants detection of invisible units for 10 seconds (60 second cooldown).<br><br><unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Thrill of the Hunt's Movement Speed while stealthed is doubled.,{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']",
,,,,,
Head of Kha'Zix,<unique>UNIQUE Active - Scrying:</unique> Reveals a small location within 4000 range for 2 seconds. Enemy champions found will be revealed for 5 seconds (90 second cooldown).<br><br><unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Thrill of the Hunt's Movement Speed while stealthed is doubled.,{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']",
,,,,,
Head of Kha'Zix,<unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Thrill of the Hunt's Movement Speed while stealthed is doubled.,{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']",
,,,,,
Head of Kha'Zix,<unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Thrill of the Hunt's Movement Speed while stealthed is doubled.,{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']",
,,,,,
Ardent Censer,"<stats>+60 Ability Power<br>+10% Cooldown Reduction<br><mana>+50% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> +10% Heal and Shield Power<br><unique>UNIQUE Passive:</unique> +8% Movement Speed<br><unique>UNIQUE Passive:</unique> Whenever you heal or shield an ally, you and your ally gain 10% - 30% Attack Speed and your attacks deal an additional 5 - 20 on-hit magic damage for 6 seconds. <br><br><rules>This does not include regeneration effects. Bonus effects are based on target's level.</rules>",{'FlatMagicDamageMod': 60},"{'base': 650, 'purchasable': True, 'total': 2300, 'sell': 1610}","['CooldownReduction', 'ManaRegen', 'NonbootsMovement', 'SpellDamage']",Shield and heal effects on other units grant both of you Attack Speed and their attacks deal additional on-hit magic damage.
,,,,,
Essence Reaver,<stats>+70 Attack Damage<br>+25% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> +20% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> Basic attacks refund 1.5% of your missing mana.,"{'FlatPhysicalDamageMod': 70, 'FlatCritChanceMod': 0.25}","{'base': 100, 'purchasable': True, 'total': 3300, 'sell': 2310}","['Damage', 'CriticalStrike', 'Mana', 'ManaRegen', 'CooldownReduction']","Grants Critical Strike Chance, Cooldown Reduction, Attack Damage and restores mana on hit."
,,,,,
Eye of the Herald,"<br><unique>UNIQUE Passive - Glimpse of the Void:</unique> The holder of the Eye of the Herald has Empowered Recall.<br><br><active>UNIQUE Active:</active> Channel for 1 seconds to crush the Eye of the Herald, summoning the Rift Herald to siege enemy turrets.<br><br>The Eye of the Herald will be lost to the Void if not used within 240 seconds.",{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Trinket', 'Active']",Eye of the Herald - a Gift of the Void.
,,,,,
Eye of the Herald,"<br><unique>UNIQUE Passive - Glimpse of the Void:</unique> The holder of the Eye of the Herald has Empowered Recall.<br><br><active>UNIQUE Active:</active> Channel for 1 seconds to crush the Eye of the Herald, summoning the Rift Herald to siege enemy turrets.<br><br>The Eye of the Herald will be lost to the Void if not used within 240 seconds.",{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Trinket', 'Active']",Eye of the Herald - a Gift of the Void.
,,,,,
Ghost Poro,<subtitleLeft><font color='#FFFFFF'>(Trinket)</font></subtitleLeft><br><mainText><active>Active:</active> Command your Ghost Poro to stay in a brush. Gain additional stats if you or your Ghost Poro are in enemy territory.</mainText>,{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Vision', 'Trinket', 'Active']",
,,,,,
Black Spear,"<stats></stats><br><active>Active:</active> Offer to bind with an ally for the remainder of the game, becoming Oathsworn Allies. Oathsworn empowers you both while near one another.",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",['Active'],Kalista's spear that binds an Oathsworn Ally.
,,,,,
Black Spear,"<stats></stats><br><active>Active:</active> Offer to bind with an ally for the remainder of the game, becoming Oathsworn Allies. Oathsworn empowers you both while near one another.",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",['Active'],Kalista's spear that binds an Oathsworn Ally.
,,,,,
Enchantment: Warrior,<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats>,{'FlatPhysicalDamageMod': 60},"{'base': 525, 'purchasable': True, 'total': 1625, 'sell': 1138}",[],
,,,,,
Enchantment: Cinderhulk,<stats>+325 Health<br>+15% Bonus Health</stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 7 (+2 per champion level) magic damage a second to nearby enemies while in combat. Deals 100% bonus damage to monsters. ,{'FlatHPPoolMod': 325},"{'base': 525, 'purchasable': True, 'total': 1425, 'sell': 998}",[],
,,,,,
Enchantment: Runic Echoes,"<stats>+60 Ability Power<br>+7% Movement Speed</stats><br><br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 60 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.<br><br>This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 18% of your missing Mana.","{'PercentMovementSpeedMod': 0.07, 'FlatMagicDamageMod': 60}","{'base': 340, 'purchasable': True, 'total': 1625, 'sell': 1138}",[],
,,,,,
Enchantment: Bloodrazor,<stats>+50% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 4% of the target's maximum Health in bonus physical damage (max 75 vs. monsters and minions) on hit.,{'PercentAttackSpeedMod': 0.5},"{'base': 625, 'purchasable': True, 'total': 1625, 'sell': 1138}",[],
,,,,,
Frosted Snax,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King lobs many projectiles at far-away enemies, each dealing <scaleLevel>213-775</scaleLevel> magic damage to targets in the center of the impact, scaling down to <scaleLevel>85-310</scaleLevel> on the edge. (120s cooldown)",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Trinket', 'Lane']",King: Fires a barrage of icy artillery
,,,,,
Super Spicy Snax,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King breathes fire for 4 seconds, dealing <scaleLevel>705-1479</scaleLevel> true damage over the duration to enemies caught in the cone. Deals up to 560 true damage to Turrets. (120s cooldown)",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Trinket', 'Lane']",King: Shoots flames that burn units and Turrets
,,,,,
Espresso Snax,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King leaps into the air and crashes down twice, knocking enemies away and dealing <scaleLevel>40-190</scaleLevel> physical damage. He also gains a decaying shield for <font color='#FF3300'>20% of his maximum health</font>, lasting 4 seconds. (30s cooldown)",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Trinket', 'Lane']",King: Knocks back and grants a large shield
,,,,,
Rainbow Snax Party Pack!,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King tosses many Snax behind the enemy, attracting Poros which dash back towards him. Enemy champions hit will be knocked forwards and dealt <scaleLevel>230-680</scaleLevel> physical damage. (120s cooldown)",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Trinket', 'Lane']",King: Poros knock enemies towards him
,,,,,
Dawnbringer Snax,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King draws you to himself. For up to 4 seconds, you are untargetable and pacified. You may mouse click to fly to target position, stopping at the first enemy champion hit and knocking all enemies in a small radius back. The shockwave from your flight deals <scaleLevel>230-680</scaleLevel> physical damage in a cone. (120s cooldown)",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Trinket', 'Lane']",King: Fires you at your target
,,,,,
Nightbringer Snax,"<active>Active - <a href='FeedTheKing'>Feed The King</a>:</active> The King summons dark winds from behind himself, then fires them forward in a spiral, dealing <scaleLevel>230-680</scaleLevel> physical damage and knocking enemies Airborne. (120s cooldown)",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Trinket', 'Lane']","King: Summons tornadoes from behind, then fires them forward."
,,,,,
Cosmic Shackle,"<passive>Passive - Cosmic Shackle: </passive>Death Sentence pulls much farther (based on the target's Missing Health), and can be ignited by the Dark Star to do more damage.<br><br><flavorText>''A still more glorious dawn awaits.''</flavorText>",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],
,,,,,
Singularity Lantern,"<passive>Passive - Singularity Lantern: </passive>Dark Passage automatically saves disabled allies. However, it no longer provides a shield.<br><br><flavorText>''The stars call to us.''</flavorText>",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],
,,,,,
Dark Matter Scythe,"<passive>Passive - Dark Matter Scythe: </passive>Flay's on-hit passive charges damage very quickly. Flay will throw enemies much farther (based on their Missing Health).<br><br><flavorText>''If you want to make a Singularity from scratch, you must first destroy the universe.''</flavorText>",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],
,,,,,
Gravity Boots,"<passive>Passive - Mass Conversion: </passive>Thresh's Health represents how far enemy pulls and pushes will send him. At lower Health, he will be thrown farther.<br><br><passive>Passive - Terminus Dwellers: </passive>Abyss Scuttlers emerge periodically, and will scurry towards the Dark Star when attacked. Gravitational disturbances will temporarily attract many of them.",{'FlatMovementSpeedMod': 50},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],
,,,,,
Cloak of Stars,"<passive>Passive - Stellar Spirit: </passive>Upon spawning, Thresh is invulnerable, untargetable, cannot cast, and is able to travel in open space. This is lost when stepping foot on stable ground.<br><br>Being saved by Dark Passage or using Death Sentence on one of the three <font color='#3091ec'>Gravity Anchors</font> will briefly put you into this invulnerable state and break enemy chains on you.",{'FlatMovementSpeedMod': 50},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],
,,,,,
Dark Star Sigil,"<passive>Passive - Stellar Fealty: </passive>Thresh cannot kill units directly - their souls, experience, and gold belong to the Dark Star.<br><br>Pulling or pushing an enemy into the Dark Star will destroy them instantly, scoring points for your team (+5, or +1 for Abyss Scuttlers).<br><br>Winning a round requires 100 points, and the final points must be from a champion kill.",{'FlatMovementSpeedMod': 50},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}",[],
,,,,,
Stalker's Blade,"<groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit><br><br>+10% Life Steal vs. Monsters<br><br><unique>UNIQUE Passive - Chilling Smite:</unique> Smite can be cast on enemy champions, dealing reduced true damage and stealing 20% Movement Speed for 2 seconds.<br><unique>UNIQUE Passive - Tooth / Nail:</unique> Basic attacks vs. monsters deal 40 bonus damage.  Damaging a monster with a spell or attack steals 30 Health over 5 seconds and burns them for 80 magic damage.<mana> While in the jungle or river, regenerate up to 8 Mana per second based on your missing Mana.</mana> This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>.",{},"{'base': 300, 'purchasable': True, 'total': 1000, 'sell': 700}","['LifeSteal', 'ManaRegen', 'Slow', 'OnHit', 'NonbootsMovement', 'Jungle']",Lets your Smite slow Champions
,,,,,
Skirmisher's Sabre,"<groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit><br><br>+10% Life Steal vs. Monsters<br><br><unique>UNIQUE Passive - Challenging Smite:</unique> Smite can be cast on enemy champions, marking them for 4 seconds. While marked your basic attacks deal bonus true damage over 2.5 seconds, and their damage to you is reduced by 20%.<br>Basic attacks vs. monsters deal 40 bonus damage. Damaging a monster with a spell or attack steals 30 Health over 5 seconds and burns them for 80 magic damage. While in the jungle or river, regenerate up to 8 Mana per second based on your missing Mana. This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>.",{},"{'base': 300, 'purchasable': True, 'total': 1000, 'sell': 700}","['LifeSteal', 'ManaRegen', 'OnHit', 'Jungle']","Lets your Smite mark Champions, giving you combat power against them."
,,,,,
Dead Man's Plate,"<stats>+425 Health<br>+60 Armor</stats><br><br><unique>UNIQUE Passive - Dreadnought:</unique> While moving, build stacks of Momentum, increasing movement speed by up to 60 at 100 stacks. Momentum decays while under the effect of a stun, taunt, fear, polymorph, or immobilize effect.<br><unique>UNIQUE Passive - Crushing Blow:</unique> Basic attacks deal 1 magic damage per stack of Momentum, discharging all stacks. At max stacks, if the attacker is melee, they also slow the target by 50% for 1 second.<br><br><flavorText>''There's only one way you'll get this armor from me...'' - forgotten namesake</flavorText>","{'FlatHPPoolMod': 425, 'FlatArmorMod': 60}","{'base': 1100, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Health', 'Armor', 'OnHit', 'NonbootsMovement', 'Bilgewater']",Build momentum as you move around then smash into enemies.
,,,,,
Titanic Hydra,<stats>+450 Health<br>+40 Attack Damage<br>+100% Base Health Regen </stats><br><br><unique>UNIQUE Passive - Cleave:</unique> Basic attacks deal 5 + 1% of your maximum health as bonus physical damage  to your target and 40 + 2.5% of your maximum health as physical damage  to other enemies in a cone on hit.<br><active>UNIQUE Active - Crescent:</active> Cleave damage to all targets is increased to 40 + 10% of your maximum health as bonus physical damage  in a larger cone for your next basic attack (20 second cooldown).<br><br><rules>(Unique Passives with the same name don't stack.)</rules>,"{'FlatPhysicalDamageMod': 40, 'FlatHPPoolMod': 450}","{'base': 575, 'purchasable': True, 'total': 3500, 'sell': 2450}","['Health', 'HealthRegen', 'Damage', 'Active', 'OnHit']",Deals area of effect damage based on owner's health
,,,,,
Bami's Cinder,<stats>+200 Health  </stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 5 (+1 per champion level) magic damage per second to nearby enemies. Deals 100% bonus damage to minions and monsters.,{'FlatHPPoolMod': 200},"{'base': 500, 'purchasable': True, 'total': 900, 'sell': 630}",['Health'],Grants Health and Immolate Aura
,,,,,
Righteous Glory,"<stats>+400 Health<br><mana>+300 Mana</mana><br>+30 Armor<br>+100% Base Health Regen <br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Active:</unique> Grants 75% Movement Speed when moving towards enemies or enemy turrets for 4 seconds. Once near an enemy (or after 4 seconds) a shockwave is emitted, slowing nearby enemy champion Movement Speed by 75% for 2 second(s) (90 second cooldown).","{'FlatHPPoolMod': 400, 'FlatMPPoolMod': 300, 'FlatArmorMod': 30}","{'base': 1100, 'purchasable': True, 'total': 2650, 'sell': 1855}","['Health', 'HealthRegen', 'Armor', 'Mana', 'Active', 'CooldownReduction', 'Slow', 'NonbootsMovement']","Grants Health, Mana, and Armor. Activate to speed towards enemies and slow them."
,,,,,
Crystalline Bracer,<stats>+200 Health<br>+50% Base Health Regen </stats>,{'FlatHPPoolMod': 200},"{'base': 100, 'purchasable': True, 'total': 650, 'sell': 455}","['Health', 'HealthRegen']",Grants Health and Health Regen
,,,,,
Lost Chapter,"<stats>+40 Ability Power<br><mana>+300 Mana</mana></stats><br><br><unique>UNIQUE Passive - Haste:</unique> +10% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> Upon levelling up, restores 20% of your maximum Mana over 3 seconds.","{'FlatMPPoolMod': 300, 'FlatMagicDamageMod': 40}","{'base': 80, 'purchasable': True, 'total': 1300, 'sell': 910}","['SpellDamage', 'Mana', 'ManaRegen', 'CooldownReduction']",Restores Mana upon levelling up.
,,,,,
